"Code ROME";"libellé métier onisep";"lien site onisep.fr";"Lib_ROME_FT";"lien site FT";"transitionEcologique";"transitionEcologiqueDetaillee";"transitionNumerique";"transitionDemographique"
"H2805";"technicien / technicienne des industries du verre";"https://www.onisep.fr/http/redirection/metier/slug/MET.35";"Technicien / Technicienne de l'industrie du verre";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2805";"Non";"";"Non";"Non"
"H2901";"mécanicien-outilleur / mécanicienne-outilleuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.686";"Ajusteur-monteur / Ajusteuse-monteuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2901";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H2901";"ajusteur-monteur / ajusteuse-monteuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.575";"Ajusteur-monteur / Ajusteuse-monteuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2901";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H2901";"armurier / armurière";"https://www.onisep.fr/http/redirection/metier/slug/MET.7926";"Ajusteur-monteur / Ajusteuse-monteuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2901";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H2902";"chaudronnier / chaudronnière";"https://www.onisep.fr/http/redirection/metier/slug/MET.576";"Chaudronnier / Chaudronnière";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2902";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H2903";"décolleteur / décolleteuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.595";"Tourneur-fraiseur / Tourneuse-fraiseuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2903";"Non";"";"Non";"Non"
"H2903";"opérateur / opératrice sur machine à commande numérique";"https://www.onisep.fr/http/redirection/metier/slug/MET.160";"Tourneur-fraiseur / Tourneuse-fraiseuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2903";"Non";"";"Non";"Non"
"H2903";"affûteur / affûteuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.663";"Tourneur-fraiseur / Tourneuse-fraiseuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2903";"Non";"";"Non";"Non"
"H2904";"technicien / technicienne de forge";"https://www.onisep.fr/http/redirection/metier/slug/MET.550";"Forgeron industriel / Forgeronne industrielle";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2904";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H2905";"";"";"Cisailleur / Cisailleuse en métallurgie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2905";"Non";"";"Non";"Non"
"H2906";"";"";"Opérateur / Opératrice en fabrication mécanique";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2906";"Non";"";"Non";"Non"
"H2907";"fondeur / fondeuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.641";"Fondeur / Fondeuse en métallurgie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2907";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H2908";"modeleur céramiste industriel / modeleuse céramiste industrielle";"https://www.onisep.fr/http/redirection/metier/slug/MET.7925";"Modeleur / Modeleuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2908";"Non";"";"Non";"Non"
"H2909";"";"";"Assembleur monteur / Assembleuse monteuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2909";"Non";"";"Non";"Non"
"H2910";"mouleur-noyauteur / mouleuse-noyauteuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.34";"Mouleur noyauteur / Mouleuse noyauteuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2910";"Non";"";"Non";"Non"
"H2911";"charpentier / charpentière métallique";"https://www.onisep.fr/http/redirection/metier/slug/MET.296";"Métallier / Métallière";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2911";"Non";"";"Non";"Non"
"H2912";"";"";"Régleur / Régleuse d'équipements industriels";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2912";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H2913";"soudeur / soudeuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.899";"Soudeur / Soudeuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2913";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H2914";"";"";"Tuyauteur / Tuyauteuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2914";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H3101";"conducteur / conductrice de machine onduleuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.740";"Conducteur / Conductrice de machines à papier ou carton";"https://candidat.francetravail.fr/metierscope/fiche-metier/H3101";"Non";"";"Non";"Non"
"H3101";"conducteur / conductrice de machines à papier";"https://www.onisep.fr/http/redirection/metier/slug/MET.37";"Conducteur / Conductrice de machines à papier ou carton";"https://candidat.francetravail.fr/metierscope/fiche-metier/H3101";"Non";"";"Non";"Non"
"H3102";"";"";"Conducteur / Conductrice d'installation de pâte à papier";"https://candidat.francetravail.fr/metierscope/fiche-metier/H3102";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H3201";"ouvrier / ouvrière plasturgiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.965";"Plasturgiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/H3201";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H3202";"régleur / régleuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.684";"Monteur régleur / Monteuse régleuse en plasturgie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H3202";"Non";"";"Non";"Non"
"H3202";"technicien / technicienne plasturgiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.666";"Monteur régleur / Monteuse régleuse en plasturgie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H3202";"Non";"";"Non";"Non"
"H3203";"stratifieur / stratifieuse mouliste";"https://www.onisep.fr/http/redirection/metier/slug/MET.7923";"Mouleur-stratifieur / Mouleuse-stratifieuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/H3203";"Non";"";"Non";"Non"
"H3301";"";"";"Conducteur / Conductrice de ligne de conditionnement";"https://candidat.francetravail.fr/metierscope/fiche-metier/H3301";"Non";"";"Non";"Non"
"H3302";"";"";"Agent / Agente de conditionnement";"https://candidat.francetravail.fr/metierscope/fiche-metier/H3302";"Non";"";"Non";"Non"
"H3303";"";"";"Cuisinier / Cuisinière en industrie chimique";"https://candidat.francetravail.fr/metierscope/fiche-metier/H3303";"Non";"";"Non";"Non"
"H3401";"";"";"Opérateur / Opératrice de traitement d'abrasion de surface";"https://candidat.francetravail.fr/metierscope/fiche-metier/H3401";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H3402";"opérateur / opératrice en traitement des matériaux";"https://www.onisep.fr/http/redirection/metier/slug/MET.841";"Agent / Agente de traitement de surface";"https://candidat.francetravail.fr/metierscope/fiche-metier/H3402";"Non";"";"Non";"Non"
"H3403";"";"";"Opérateur / Opératrice de traitement thermique";"https://candidat.francetravail.fr/metierscope/fiche-metier/H3403";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H3404";"";"";"Peintre industriel / industrielle";"https://candidat.francetravail.fr/metierscope/fiche-metier/H3404";"Non";"";"Non";"Non"
"I1101";"chef / cheffe d'exploitation des remontées mécaniques";"https://www.onisep.fr/http/redirection/metier/slug/MET.934";"Directeur / Directrice des travaux bâtiment";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1101";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1102";"ingénieur / ingénieure de maintenance industrielle";"https://www.onisep.fr/http/redirection/metier/slug/MET.491";"Ingénieur / Ingénieure de maintenance industrielle";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1102";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1102";"ingénieur / ingénieure maintenance aéronautique";"https://www.onisep.fr/http/redirection/metier/slug/MET.920";"Ingénieur / Ingénieure de maintenance industrielle";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1102";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1102";"ingénieur électronicien / ingénieure électronicienne des systèmes de la sécurité aérienne (Iessa)";"https://www.onisep.fr/http/redirection/metier/slug/MET.474";"Ingénieur / Ingénieure de maintenance industrielle";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1102";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1103";"";"";"Chef d'atelier automobile";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1103";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1201";"";"";"Afficheur / Afficheuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1201";"Non";"";"Non";"Non"
"I1202";"";"";"Agent / Agente d'entretien de la voirie";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1202";"Non";"";"Non";"Non"
"I1203";"";"";"Agent / Agente d'entretien du bâtiment";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1203";"Non";"";"Non";"Non"
"I1301";"ascensoriste";"https://www.onisep.fr/http/redirection/metier/slug/MET.775";"Ascensoriste";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1301";"Non";"";"Non";"Non"
"I1302";"";"";"Automaticien / Automaticienne";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1302";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1303";"";"";"Technicien / Technicienne de maintenance de distributeurs automatiques";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1303";"Non";"";"Non";"Non"
"I1304";"technicien / technicienne de maintenance industrielle";"https://www.onisep.fr/http/redirection/metier/slug/MET.866";"Technicien / Technicienne de maintenance industrielle";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1304";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1304";"responsable de maintenance des installations ferroviaires";"https://www.onisep.fr/http/redirection/metier/slug/MET.853";"Technicien / Technicienne de maintenance industrielle";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1304";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1304";"technicien / techncienne en énergies renouvelables";"https://www.onisep.fr/http/redirection/metier/slug/MET.391";"Technicien / Technicienne de maintenance industrielle";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1304";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1304";"nivoculteur / nivocultrice";"https://www.onisep.fr/http/redirection/metier/slug/MET.466";"Technicien / Technicienne de maintenance industrielle";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1304";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1304";"électromécanicien / électromécanicienne de chantier TP (travaux publics)";"https://www.onisep.fr/http/redirection/metier/slug/MET.7777";"Technicien / Technicienne de maintenance industrielle";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1304";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1304";"électromécanicien / électromécanicienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.436";"Technicien / Technicienne de maintenance industrielle";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1304";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1304";"technicien / technicienne de maintenance éolienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.383";"Technicien / Technicienne de maintenance industrielle";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1304";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1305";"technicien électronicien / technicienne électronicienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.198";"Électronicien / Électronicienne de maintenance";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1305";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1306";"technicien / technicienne frigoriste";"https://www.onisep.fr/http/redirection/metier/slug/MET.390";"Frigoriste";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1306";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1307";"installateur / installatrice en télécoms";"https://www.onisep.fr/http/redirection/metier/slug/MET.298";"Installateur / Installatrice fibre optique";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1307";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1307";"technicien / technicienne télécoms et réseaux";"https://www.onisep.fr/http/redirection/metier/slug/MET.470";"Installateur / Installatrice fibre optique";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1307";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1308";"technicien thermicien / technicienne thermicienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.873";"Technicien / Technicienne chauffagiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1308";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1309";"";"";"Électricien / Électricienne de maintenance";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1309";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1310";"";"";"Mécanicien / Mécanicienne de maintenance industrielle";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1310";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1401";"technicien / technicienne de maintenance en informatique";"https://www.onisep.fr/http/redirection/metier/slug/MET.554";"Technicien / Technicienne de maintenance en informatique";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1401";"Non";"";"Oui";"Non"
"I1401";"hot liner";"https://www.onisep.fr/http/redirection/metier/slug/MET.799";"Technicien / Technicienne de maintenance en informatique";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1401";"Non";"";"Oui";"Non"
"I1402";"responsable du service après-vente";"https://www.onisep.fr/http/redirection/metier/slug/MET.543";"Technicien / Technicienne SAV";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1402";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1402";"dépanneur / dépanneuse en électroménager";"https://www.onisep.fr/http/redirection/metier/slug/MET.881";"Technicien / Technicienne SAV";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1402";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1501";"cordiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.437";"Cordiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1501";"Non";"";"Non";"Non"
"I1502";"";"";"Scaphandrier / Scaphandrière";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1502";"Non";"";"Non";"Non"
"I1503";"chef / cheffe de projet démantèlement nucléaire";"https://www.onisep.fr/http/redirection/metier/slug/MET.791";"Technicien / Technicienne en risques technologiques";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1503";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1601";"";"";"Préparateur / Préparatrice de bateau";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1601";"Non";"";"Non";"Non"
"I1602";"mécanicien / mécanicienne d'entretien d'avion";"https://www.onisep.fr/http/redirection/metier/slug/MET.23";"Mécanicien / Mécanicienne avion";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1602";"Non";"";"Non";"Non"
"I1603";"technicien / technicienne de maintenance des matériels agricoles ou d'espaces verts";"https://www.onisep.fr/http/redirection/metier/slug/MET.7764";"Mécanicien / Mécanicienne agricole";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1603";"Non";"";"Non";"Non"
"I1603";"mécanicien / mécanicienne en engins de travaux publics";"https://www.onisep.fr/http/redirection/metier/slug/MET.430";"Mécanicien / Mécanicienne agricole";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1603";"Non";"";"Non";"Non"
"I1603";"mécanicien / mécanicienne de maintenance des matériels agricoles ou d'espaces verts";"https://www.onisep.fr/http/redirection/metier/slug/MET.324";"Mécanicien / Mécanicienne agricole";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1603";"Non";"";"Non";"Non"
"I1604";"technicien / technicienne automobile";"https://www.onisep.fr/http/redirection/metier/slug/MET.664";"Mécanicien / Mécanicienne automobile";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1604";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1604";"expert / experte automobile";"https://www.onisep.fr/http/redirection/metier/slug/MET.886";"Mécanicien / Mécanicienne automobile";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1604";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1604";"électronicien / électronicienne automobile";"https://www.onisep.fr/http/redirection/metier/slug/MET.404";"Mécanicien / Mécanicienne automobile";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1604";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1604";"contrôleur / contrôleuse technique automobile";"https://www.onisep.fr/http/redirection/metier/slug/MET.297";"Mécanicien / Mécanicienne automobile";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1604";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1605";"mécanicien / mécanicienne marine navigant";"https://www.onisep.fr/http/redirection/metier/slug/MET.596";"Mécanicien / Mécanicienne de bateaux";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1605";"Non";"";"Non";"Non"
"I1605";"mécanicien / mécanicienne bateaux";"https://www.onisep.fr/http/redirection/metier/slug/MET.685";"Mécanicien / Mécanicienne de bateaux";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1605";"Non";"";"Non";"Non"
"I1606";"carrossier / carrossière";"https://www.onisep.fr/http/redirection/metier/slug/MET.68";"Carrossier / Carrossière";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1606";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"I1607";"mécanicien / mécanicienne et technicien / technicienne moto";"https://www.onisep.fr/http/redirection/metier/slug/MET.22";"Mécanicien / Mécanicienne motocycles";"https://candidat.francetravail.fr/metierscope/fiche-metier/I1607";"Non";"";"Non";"Non"
"J1101";"";"";"Médecin du travail";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1101";"Non";"";"Non";"Oui"
"J1102";"médecin urgentiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.7820";"Médecin généraliste";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1102";"Non";"";"Non";"Oui"
"J1102";"chirurgien / chirurgienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.332";"Médecin généraliste";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1102";"Non";"";"Non";"Oui"
"J1102";"gynécologue-obstétricien / obstétricienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.845";"Médecin généraliste";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1102";"Non";"";"Non";"Oui"
"J1102";"anesthésiste-réanimateur / anesthésiste-réanimatrice";"https://www.onisep.fr/http/redirection/metier/slug/MET.710";"Médecin généraliste";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1102";"Non";"";"Non";"Oui"
"J1102";"médecin régulateur du SAMU";"https://www.onisep.fr/http/redirection/metier/slug/MET.7900";"Médecin généraliste";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1102";"Non";"";"Non";"Oui"
"J1102";"psychiatre";"https://www.onisep.fr/http/redirection/metier/slug/MET.731";"Médecin généraliste";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1102";"Non";"";"Non";"Oui"
"J1102";"médecin de secours en montagne";"https://www.onisep.fr/http/redirection/metier/slug/MET.111";"Médecin généraliste";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1102";"Non";"";"Non";"Oui"
"J1102";"médecin généraliste";"https://www.onisep.fr/http/redirection/metier/slug/MET.869";"Médecin généraliste";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1102";"Non";"";"Non";"Oui"
"J1102";"médecin humanitaire";"https://www.onisep.fr/http/redirection/metier/slug/MET.344";"Médecin généraliste";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1102";"Non";"";"Non";"Oui"
"J1102";"médecin spécialiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.419";"Médecin généraliste";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1102";"Non";"";"Non";"Oui"
"J1102";"pédiatre";"https://www.onisep.fr/http/redirection/metier/slug/MET.335";"Médecin généraliste";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1102";"Non";"";"Non";"Oui"
"J1103";"chirurgien-dentiste / chirurgienne-dentiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.870";"Dentiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1103";"Non";"";"Non";"Oui"
"J1103";"orthodontiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.962";"Dentiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1103";"Non";"";"Non";"Oui"
"J1104";"sage-femme";"https://www.onisep.fr/http/redirection/metier/slug/MET.787";"Homme sage-femme / Sage-femme";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1104";"Non";"";"Non";"Oui"
"J1201";"biologiste médical / médicale";"https://www.onisep.fr/http/redirection/metier/slug/MET.812";"Biologiste médical / médicale";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1201";"Non";"";"Non";"Oui"
"J1201";"histologiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.702";"Biologiste médical / médicale";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1201";"Non";"";"Non";"Oui"
"J1201";"généticien / généticienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.465";"Biologiste médical / médicale";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1201";"Non";"";"Non";"Oui"
"J1202";"pharmacien / pharmacienne d'officine";"https://www.onisep.fr/http/redirection/metier/slug/MET.767";"Pharmacien / Pharmacienne";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1202";"Non";"";"Non";"Oui"
"J1202";"pharmacien distributeur / pharmacienne distributrice en gros";"https://www.onisep.fr/http/redirection/metier/slug/MET.7860";"Pharmacien / Pharmacienne";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1202";"Non";"";"Non";"Oui"
"J1202";"pharmacien hospitalier / pharmacienne hospitalière";"https://www.onisep.fr/http/redirection/metier/slug/MET.7859";"Pharmacien / Pharmacienne";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1202";"Non";"";"Non";"Oui"
"J1301";"brancardier / brancardière";"https://www.onisep.fr/http/redirection/metier/slug/MET.635";"Agent / Agente de service hospitalier (ASH)";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1301";"Non";"";"Non";"Non"
"J1302";"technicien / technicienne d'analyses biomédicales";"https://www.onisep.fr/http/redirection/metier/slug/MET.771";"Technicien / Technicienne de laboratoires d'analyses médicales";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1302";"Non";"";"Non";"Oui"
"J1303";"assistant / assistante dentaire";"https://www.onisep.fr/http/redirection/metier/slug/MET.330";"Assistant médical / Assistante médicale";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1303";"Non";"";"Non";"Non"
"J1303";"assistant médical / assistante médicale";"https://www.onisep.fr/http/redirection/metier/slug/MET.7819";"Assistant médical / Assistante médicale";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1303";"Non";"";"Non";"Non"
"J1304";"auxiliaire de puériculture";"https://www.onisep.fr/http/redirection/metier/slug/MET.415";"Auxiliaire de puériculture";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1304";"Non";"";"Oui";"Oui"
"J1305";"ambulancier / ambulancière";"https://www.onisep.fr/http/redirection/metier/slug/MET.417";"Ambulancier / Ambulancière";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1305";"Non";"";"Non";"Non"
"J1306";"manipulateur / manipulatrice en électroradiologie médicale";"https://www.onisep.fr/http/redirection/metier/slug/MET.416";"Manipulateur / Manipulatrice en radiologie";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1306";"Non";"";"Non";"Oui"
"J1307";"préparateur / préparatrice en pharmacie";"https://www.onisep.fr/http/redirection/metier/slug/MET.868";"Préparateur / Préparatrice en pharmacie";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1307";"Non";"";"Non";"Oui"
"J1401";"audioprothésiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.676";"Audioprothésiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1401";"Non";"";"Non";"Oui"
"J1402";"diététicien / diététicienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.672";"Diététicien / Diététicienne";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1402";"Non";"";"Non";"Oui"
"J1403";"ergothérapeute";"https://www.onisep.fr/http/redirection/metier/slug/MET.280";"Ergothérapeute";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1403";"Non";"";"Non";"Oui"
"J1404";"masseur / masseuse-kinésithérapeute";"https://www.onisep.fr/http/redirection/metier/slug/MET.29";"Kinésithérapeute";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1404";"Non";"";"Non";"Oui"
"J1405";"opticien-lunetier / opticienne-lunetière";"https://www.onisep.fr/http/redirection/metier/slug/MET.281";"Opticien / Opticienne";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1405";"Non";"";"Non";"Oui"
"J1405";"monteur-vendeur / monteuse-vendeuse en optique-lunetterie";"https://www.onisep.fr/http/redirection/metier/slug/MET.744";"Opticien / Opticienne";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1405";"Non";"";"Non";"Oui"
"J1406";"orthophoniste";"https://www.onisep.fr/http/redirection/metier/slug/MET.765";"Orthophoniste";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1406";"Non";"";"Non";"Oui"
"J1407";"orthoptiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.877";"Orthoptiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1407";"Non";"";"Non";"Oui"
"J1408";"ostéopathe";"https://www.onisep.fr/http/redirection/metier/slug/MET.221";"Ostéopathe";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1408";"Non";"";"Non";"Oui"
"J1409";"pédicure-podologue";"https://www.onisep.fr/http/redirection/metier/slug/MET.875";"Podologue";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1409";"Non";"";"Non";"Oui"
"J1410";"prothésiste dentaire";"https://www.onisep.fr/http/redirection/metier/slug/MET.411";"Prothésiste dentaire";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1410";"Non";"";"Non";"Oui"
"J1411";"orthoprothésiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.276";"Orthoprothésiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1411";"Non";"";"Non";"Oui"
"J1411";"podo-orthésiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.282";"Orthoprothésiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1411";"Non";"";"Non";"Oui"
"J1412";"psychomotricien / psychomotricienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.876";"Psychomotricien / Psychomotricienne";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1412";"Non";"";"Non";"Oui"
"J1501";"aide-soignant / aide-soignante";"https://www.onisep.fr/http/redirection/metier/slug/MET.561";"Aide-soignant / Aide-soignante";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1501";"Non";"";"Oui";"Oui"
"J1502";"";"";"Cadre de santé";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1502";"Non";"";"Non";"Oui"
"J1503";"";"";"Infirmier / Infirmière anesthésiste (IADE)";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1503";"Non";"";"Non";"Non"
"J1504";"";"";"Infirmier / Infirmière de bloc opératoire (IBODE)";"https://candidat.francetravail.fr/metierscope/fiche-metier/J1504";"Non";"";"Oui";"Oui"
