"Code ROME";"libellé métier onisep";"lien site onisep.fr";"Lib_ROME_FT";"lien site FT";"transitionEcologique";"transitionEcologiqueDetaillee";"transitionNumerique";"transitionDemographique"
"H1206";"bio-informaticien / bio-informaticienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.201";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"ingénieur / ingénieure en imagerie médicale";"https://www.onisep.fr/http/redirection/metier/slug/MET.602";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"architecte produit industriel";"https://www.onisep.fr/http/redirection/metier/slug/MET.611";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"attaché / attachée de recherche clinique";"https://www.onisep.fr/http/redirection/metier/slug/MET.300";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"ingénieur / ingénieure en automatismes";"https://www.onisep.fr/http/redirection/metier/slug/MET.326";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"ingénieur analogicien / ingénieure analogicienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.125";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"aérodynamicien / aérodynamicienne en aéronautique";"https://www.onisep.fr/http/redirection/metier/slug/MET.371";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"responsable de fabrication en chimie";"https://www.onisep.fr/http/redirection/metier/slug/MET.628";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"roboticien / roboticienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.813";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"ingénieur / ingénieure brevets";"https://www.onisep.fr/http/redirection/metier/slug/MET.95";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"ingénieur / ingénieure d'application";"https://www.onisep.fr/http/redirection/metier/slug/MET.208";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"physicien médical / physicienne médicale";"https://www.onisep.fr/http/redirection/metier/slug/MET.366";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"ingénieur / ingénieure R&D en énergies renouvelables";"https://www.onisep.fr/http/redirection/metier/slug/MET.303";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"architecte naval / navale";"https://www.onisep.fr/http/redirection/metier/slug/MET.864";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"ingénieur / ingénieure métallurgiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.351";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"ingénieur / ingénieure frigoriste";"https://www.onisep.fr/http/redirection/metier/slug/MET.603";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"rudologue";"https://www.onisep.fr/http/redirection/metier/slug/MET.726";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"ingénieur / ingénieure en caractérisation des matériaux";"https://www.onisep.fr/http/redirection/metier/slug/MET.721";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"ingénieur / ingénieure en métrologie";"https://www.onisep.fr/http/redirection/metier/slug/MET.460";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"ingénieur / ingénieure textile";"https://www.onisep.fr/http/redirection/metier/slug/MET.480";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1207";"rédacteur / rédactrice technique";"https://www.onisep.fr/http/redirection/metier/slug/MET.360";"Rédacteur / Rédactrice technique";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1207";"Non";"";"Non";"Non"
"H1207";"rédacteur médical / rédactrice médicale";"https://www.onisep.fr/http/redirection/metier/slug/MET.828";"Rédacteur / Rédactrice technique";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1207";"Non";"";"Non";"Non"
"H1208";"informaticien industriel / informaticienne industrielle";"https://www.onisep.fr/http/redirection/metier/slug/MET.57";"Automaticien / Automaticienne en bureau d'études";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1208";"Oui";"EMPLOI_STRATEGIQUE";"Oui";"Non"
"H1209";"";"";"Technicien / Technicienne études électroniques";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1209";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1210";"technicien / technicienne en optique de précision";"https://www.onisep.fr/http/redirection/metier/slug/MET.165";"Technicien / Technicienne R&D";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1210";"Oui";"EMPLOI_STRATEGIQUE";"Oui";"Oui"
"H1210";"technicien / technicienne de police technique et scientifique";"https://www.onisep.fr/http/redirection/metier/slug/MET.892";"Technicien / Technicienne R&D";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1210";"Oui";"EMPLOI_STRATEGIQUE";"Oui";"Oui"
"H1301";"";"";"Inspecteur / Inspectrice de conformité";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1301";"Non";"";"Non";"Non"
"H1302";"chargé / chargée HSE (hygiène sécurité environnement)";"https://www.onisep.fr/http/redirection/metier/slug/MET.878";"Responsable Hygiène Sécurité Environnement (HSE) en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1302";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1302";"ingénieur pétrolier / ingénieure pétrolière";"https://www.onisep.fr/http/redirection/metier/slug/MET.184";"Responsable Hygiène Sécurité Environnement (HSE) en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1302";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1302";"ingénieur / ingénieure d'études en sûreté nucléaire";"https://www.onisep.fr/http/redirection/metier/slug/MET.626";"Responsable Hygiène Sécurité Environnement (HSE) en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1302";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1302";"ingénieur / ingénieure environnement et risques industriels";"https://www.onisep.fr/http/redirection/metier/slug/MET.368";"Responsable Hygiène Sécurité Environnement (HSE) en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1302";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1302";"ingénieur / ingénieure radioprotection";"https://www.onisep.fr/http/redirection/metier/slug/MET.737";"Responsable Hygiène Sécurité Environnement (HSE) en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1302";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1302";"ingénieur / ingénieure environnement";"https://www.onisep.fr/http/redirection/metier/slug/MET.433";"Responsable Hygiène Sécurité Environnement (HSE) en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1302";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1302";"ingénieur / ingénieure process aval";"https://www.onisep.fr/http/redirection/metier/slug/MET.617";"Responsable Hygiène Sécurité Environnement (HSE) en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1302";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1302";"ingénieur / ingénieure nucléaire";"https://www.onisep.fr/http/redirection/metier/slug/MET.325";"Responsable Hygiène Sécurité Environnement (HSE) en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1302";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1303";"technicien / technicienne de mesure de la pollution";"https://www.onisep.fr/http/redirection/metier/slug/MET.747";"Technicien / Technicienne en Hygiène, Sécurité, Environnement industriel (HSE)";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1303";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1303";"technicien / technicienne radioprotection";"https://www.onisep.fr/http/redirection/metier/slug/MET.205";"Technicien / Technicienne en Hygiène, Sécurité, Environnement industriel (HSE)";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1303";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1401";"contremaître";"https://www.onisep.fr/http/redirection/metier/slug/MET.58";"Responsable ordonnancement-lancement-planification en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1401";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1401";"responsable du soutien logistique intégré";"https://www.onisep.fr/http/redirection/metier/slug/MET.842";"Responsable ordonnancement-lancement-planification en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1401";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1402";"ingénieur / ingénieure méthodes mécaniques";"https://www.onisep.fr/http/redirection/metier/slug/MET.499";"Ingénieur / Ingénieure méthodes et process";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1402";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1403";"";"";"Gestionnaire de flux de production";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1403";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1404";"";"";"Technicien / Technicienne méthodes";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1404";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1501";"responsable de laboratoire de contrôle en biologie";"https://www.onisep.fr/http/redirection/metier/slug/MET.946";"Responsable de laboratoire d'analyse industrielle";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1501";"Non";"";"Non";"Non"
"H1501";"ingénieur / ingénieure analyste de l'air";"https://www.onisep.fr/http/redirection/metier/slug/MET.225";"Responsable de laboratoire d'analyse industrielle";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1501";"Non";"";"Non";"Non"
"H1501";"responsable de laboratoire de contrôle en chimie";"https://www.onisep.fr/http/redirection/metier/slug/MET.355";"Responsable de laboratoire d'analyse industrielle";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1501";"Non";"";"Non";"Non"
"H1502";"ingénieur / ingénieure qualité moteur";"https://www.onisep.fr/http/redirection/metier/slug/MET.492";"Responsable qualité en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1502";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1502";"spécialiste des affaires réglementaires en chimie";"https://www.onisep.fr/http/redirection/metier/slug/MET.736";"Responsable qualité en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1502";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1502";"responsable qualité en agroalimentaire";"https://www.onisep.fr/http/redirection/metier/slug/MET.113";"Responsable qualité en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1502";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1502";"chargé / chargée de pharmacovigilance";"https://www.onisep.fr/http/redirection/metier/slug/MET.215";"Responsable qualité en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1502";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1502";"responsable assurance qualité";"https://www.onisep.fr/http/redirection/metier/slug/MET.202";"Responsable qualité en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1502";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1502";"consultant / consultante en validation";"https://www.onisep.fr/http/redirection/metier/slug/MET.825";"Responsable qualité en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1502";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1503";"aide-chimiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.952";"Technicien / Technicienne de laboratoire en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1503";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1503";"technicien / technicienne de contrôle";"https://www.onisep.fr/http/redirection/metier/slug/MET.649";"Technicien / Technicienne de laboratoire en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1503";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1504";"technicien / technicienne d'essais";"https://www.onisep.fr/http/redirection/metier/slug/MET.574";"Contrôleur / Contrôleuse technique en électricité-électronique";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1504";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1505";"ingénieur aromaticien / ingénieure aromaticienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.79";"Nez";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1505";"Non";"";"Non";"Non"
"H1505";"formulateur / formulatrice";"https://www.onisep.fr/http/redirection/metier/slug/MET.80";"Nez";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1505";"Non";"";"Non";"Non"
"H1505";"parfumeur / parfumeuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.440";"Nez";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1505";"Non";"";"Non";"Non"
"H1506";"technicien / technicienne en métrologie";"https://www.onisep.fr/http/redirection/metier/slug/MET.462";"Contrôleur / Contrôleuse technique en métallurgie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1506";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H2101";"";"";"Ouvrier / Ouvrière d'abattoir";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2101";"Non";"";"Non";"Non"
"H2102";"conducteur / conductrice de ligne de production alimentaire";"https://www.onisep.fr/http/redirection/metier/slug/MET.549";"Conducteur / Conductrice de ligne en industrie alimentaire";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2102";"Non";"";"Non";"Non"
"H2102";"opérateur / opératrice de fabrication de produits alimentaires";"https://www.onisep.fr/http/redirection/metier/slug/MET.20";"Conducteur / Conductrice de ligne en industrie alimentaire";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2102";"Non";"";"Non";"Non"
"H2201";"";"";"Assembleur / Assembleuse d'ouvrages en bois";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2201";"Non";"";"Non";"Non"
"H2202";"";"";"Conducteur / Conductrice de machines à bois";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2202";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H2204";"responsable de scierie";"https://www.onisep.fr/http/redirection/metier/slug/MET.429";"Contremaître / Contremaîtresse en menuiserie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2204";"Non";"";"Non";"Non"
"H2204";"technicien / technicienne de fabrication de mobilier et de menuiserie";"https://www.onisep.fr/http/redirection/metier/slug/MET.553";"Contremaître / Contremaîtresse en menuiserie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2204";"Non";"";"Non";"Non"
"H2205";"conducteur opérateur / conductrice opératrice de scierie";"https://www.onisep.fr/http/redirection/metier/slug/MET.426";"Ouvrier / Ouvrière de scierie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2205";"Non";"";"Non";"Non"
"H2206";"agenceur / agenceuse de cuisines et salles de bains";"https://www.onisep.fr/http/redirection/metier/slug/MET.405";"Menuisier / Menuisière";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H2206";"tonnelier / tonnelière";"https://www.onisep.fr/http/redirection/metier/slug/MET.804";"Menuisier / Menuisière";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H2207";"ébéniste";"https://www.onisep.fr/http/redirection/metier/slug/MET.289";"Ébéniste";"https://candidat.francetravail.fr/metierscope/fiche-metier/H2207";"Non";"";"Non";"Non"
